Date,Warehouse,Category,Subcategory,Agent,Handling_Time(min),Satisfaction,Escalated
2024-04-24,台灣,商品,某商品能不能協助代購,Hank,16,4.6,No
2024-04-24,美國,訂單,商品收到與訂單內容不符,Grace,29,3.9,No
2024-04-24,中國,倉儲,商品到台灣是否能放在倉庫及天數相關,Jack,24,3.5,No
2024-04-24,德國,商品,某商品能不能協助代購,Bob,24,4.4,No
2024-04-24,台灣,倉儲,商品是否重新加工完成,Ivy,17,3.4,No
2024-04-24,美國,倉儲,商品滯留過久以致倉庫丟失相關,Ivy,21,4.4,No
2024-04-25,德國,訂單,已付款訂單未成立,Carol,22,3.3,No
2024-04-25,美國,倉儲,商品到台灣是否能放在倉庫及天數相關,David,1,3.6,No
2024-04-25,台灣,訂單,已付款訂單未成立,Grace,1,3.5,No
2024-04-25,美國,商品,某商品能不能協助代購,Emma,4,3.4,No
2024-04-25,台灣,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Carol,23,3.0,No
2024-04-25,日本,倉儲,商品到台灣是否能放在倉庫及天數相關,Jack,24,3.5,No
2024-04-25,中國,訂單,商品轉其他物流寄送,David,3,3.5,No
2024-04-25,日本,倉儲,商品滯留過久以致倉庫丟失相關,David,29,3.0,No
2024-04-25,德國,商品,某商品能否倉儲自取或協助寄往其他地方,Jack,6,4.4,No
2024-04-25,德國,其他,抱怨相關,Bob,6,4.5,No
2024-04-25,日本,商品,某商品能不能買/運回台灣,Emma,10,4.1,No
2024-04-25,德國,訂單,已付款訂單未成立,Bob,8,3.4,No
2024-04-25,美國,倉儲,商品滯留過久是否有要收費,Frank,11,4.6,No
2024-04-25,美國,倉儲,商品滯留過久是否有要收費,Ivy,30,4.6,No
2024-04-25,台灣,商品,某商品能否倉儲自取或協助寄往其他地方,Alice,2,5.0,No
2024-04-25,日本,訂單,商品未到，確定訂單狀態,Hank,37,4.9,No
2024-04-26,中國,訂單,商品收到與訂單內容不符,Alice,23,3.1,No
2024-04-26,德國,倉儲,商品是否重新加工完成,Ivy,21,4.2,No
2024-04-26,中國,商品,某商品能不能協助代購,Frank,10,3.9,No
2024-04-26,台灣,商品,某商品運回來是否違法或需要付關費,Frank,9,4.6,No
2024-04-26,台灣,其他,節日活動相關,Emma,5,3.8,No
2024-04-26,中國,訂單,商品轉其他物流寄送,Emma,21,3.8,No
2024-04-26,中國,倉儲,商品滯留過久以致倉庫丟失相關,Hank,15,3.4,No
2024-04-26,中國,訂單,已付款訂單未成立,Ivy,22,3.8,No
2024-04-26,德國,訂單,商品未到，確定訂單狀態,Emma,5,4.1,No
2024-04-26,德國,商品,某商品能不能協助代購,Emma,16,4.0,No
2024-04-26,中國,商品,某商品運回來是否違法或需要付關費,Alice,21,3.6,No
2024-04-26,中國,商品,某商品能不能買/運回台灣,David,12,4.0,No
2024-04-26,台灣,商品,某商品運回來是否違法或需要付關費,Emma,12,4.0,Yes
2024-04-26,台灣,倉儲,商品到台灣是否能放在倉庫及天數相關,Hank,25,3.1,No
2024-04-26,日本,訂單,商品毀損相關,Emma,30,2.4,Yes
2024-04-26,台灣,訂單,商品轉其他物流寄送,Bob,17,2.7,No
2024-04-26,德國,訂單,商品未到，確定訂單狀態,Bob,14,3.9,No
2024-04-26,日本,訂單,已付款訂單未成立,Grace,12,4.3,No
2024-04-26,日本,商品,某商品能不能協助代購,Grace,2,3.6,No
2024-04-26,中國,訂單,商品收到與訂單內容不符,Emma,20,4.0,No
2024-04-27,德國,倉儲,商品是否重新加工完成,Hank,20,3.7,No
2024-04-27,德國,訂單,已付款訂單未成立,Ivy,14,4.2,No
2024-04-27,台灣,倉儲,商品滯留過久以致倉庫丟失相關,Bob,16,3.0,Yes
2024-04-27,日本,倉儲,商品滯留過久以致倉庫丟失相關,Hank,35,3.8,No
2024-04-27,德國,倉儲,商品滯留過久以致倉庫丟失相關,Frank,5,4.0,No
2024-04-27,日本,其他,惡劣天氣相關,Grace,1,3.9,No
2024-04-27,中國,倉儲,商品到台灣是否能放在倉庫及天數相關,Alice,8,3.2,No
2024-04-27,日本,商品,某商品能不能協助代購,Alice,8,4.0,No
2024-04-27,日本,商品,某商品能否倉儲自取或協助寄往其他地方,Hank,11,4.3,No
2024-04-27,日本,其他,節日活動相關,Ivy,4,3.1,No
2024-04-27,日本,訂單,已付款訂單未成立,David,21,3.4,Yes
2024-04-27,台灣,倉儲,訂購商品是否有送到某倉庫,Carol,23,3.8,No
2024-04-27,台灣,倉儲,商品到台灣是否能放在倉庫及天數相關,Grace,22,3.6,No
2024-04-28,中國,訂單,商品轉其他物流寄送,Emma,27,3.3,No
2024-04-28,美國,訂單,商品購買加值服務需求,Alice,24,2.9,No
2024-04-28,中國,訂單,商品收到與訂單內容不符,Bob,21,4.3,Yes
2024-04-28,德國,倉儲,訂購商品是否有送到某倉庫,Bob,18,4.0,No
2024-04-28,中國,倉儲,商品滯留過久是否有要收費,Frank,22,4.3,No
2024-04-28,中國,商品,某商品運回來是否違法或需要付關費,Jack,14,4.5,No
2024-04-28,美國,訂單,商品未到，確定訂單狀態,Bob,19,5.0,No
2024-04-28,中國,訂單,商品購買加值服務需求,Hank,19,4.1,No
2024-04-28,美國,商品,某商品能否倉儲自取或協助寄往其他地方,Ivy,9,4.4,No
2024-04-28,台灣,倉儲,商品是否重新加工完成,Carol,30,3.6,No
2024-04-28,德國,商品,某商品能不能協助代購,Alice,14,4.5,No
2024-04-28,美國,商品,某商品能不能買/運回台灣,David,18,4.0,No
2024-04-28,日本,訂單,商品未到，確定訂單狀態,Jack,44,3.7,No
2024-04-28,德國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Bob,12,3.2,No
2024-04-28,中國,訂單,已付款訂單未成立,Frank,12,3.9,No
2024-04-28,美國,訂單,商品轉其他物流寄送,Jack,28,3.2,No
2024-04-29,中國,倉儲,商品是否重新加工完成,Ivy,18,4.1,Yes
2024-04-29,美國,訂單,商品購買加值服務需求,Jack,8,4.5,No
2024-04-29,台灣,訂單,商品轉其他物流寄送,Ivy,9,3.6,No
2024-04-29,美國,倉儲,商品是否重新加工完成,Ivy,7,3.3,Yes
2024-04-29,日本,商品,某商品能否倉儲自取或協助寄往其他地方,Emma,11,3.6,No
2024-04-29,日本,商品,某商品能不能協助代購,Ivy,20,4.1,Yes
2024-04-29,美國,倉儲,商品滯留過久以致倉庫丟失相關,Carol,23,4.0,No
2024-04-29,台灣,訂單,已付款訂單未成立,Jack,21,4.7,No
2024-04-29,台灣,訂單,商品未到，確定訂單狀態,Bob,5,3.5,No
2024-04-29,德國,倉儲,訂購商品是否有送到某倉庫,Alice,7,2.8,No
2024-04-29,日本,商品,某商品能不能協助代購,Hank,2,4.8,No
2024-04-29,德國,商品,某商品能否倉儲自取或協助寄往其他地方,Carol,8,4.3,No
2024-04-29,美國,倉儲,商品到台灣是否能放在倉庫及天數相關,Alice,6,3.5,No
2024-04-30,台灣,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Emma,19,4.3,No
2024-04-30,台灣,倉儲,商品滯留過久以致倉庫丟失相關,David,18,2.9,No
2024-04-30,日本,訂單,已付款訂單未成立,Frank,16,2.5,No
2024-04-30,美國,訂單,商品轉其他物流寄送,Ivy,12,3.6,No
2024-04-30,德國,倉儲,商品滯留過久以致倉庫丟失相關,Jack,19,3.7,No
2024-04-30,台灣,倉儲,商品滯留過久是否有要收費,Grace,25,3.5,No
2024-04-30,德國,商品,某商品能不能買/運回台灣,Hank,5,4.4,No
2024-04-30,美國,其他,抱怨相關,Grace,1,3.9,No
2024-04-30,德國,商品,某商品運回來是否違法或需要付關費,Emma,8,3.7,No
2024-04-30,中國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Frank,5,2.8,No
2024-04-30,美國,訂單,商品收到與訂單內容不符,Frank,16,3.3,No
2024-04-30,台灣,倉儲,商品滯留過久以致倉庫丟失相關,Jack,11,4.4,Yes
2024-04-30,日本,訂單,商品未到，確定訂單狀態,Bob,19,2.3,No
2024-05-01,台灣,商品,某商品運回來是否違法或需要付關費,Carol,6,4.1,No
2024-05-01,日本,倉儲,商品到台灣是否能放在倉庫及天數相關,Grace,20,4.3,No
2024-05-01,美國,商品,某商品能不能買/運回台灣,Hank,6,3.2,No
2024-05-01,德國,商品,某商品能不能協助代購,Ivy,18,4.4,No
2024-05-01,日本,商品,某商品能不能買/運回台灣,Hank,13,4.7,No
2024-05-01,日本,倉儲,商品是否重新加工完成,Bob,24,3.5,No
2024-05-01,日本,訂單,商品購買加值服務需求,Ivy,8,4.0,No
2024-05-01,日本,倉儲,訂購商品是否有送到某倉庫,Alice,30,4.2,No
2024-05-01,台灣,商品,某商品能不能買/運回台灣,Frank,8,4.2,No
2024-05-01,中國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Bob,20,3.6,No
2024-05-01,中國,商品,某商品能不能協助代購,Carol,4,4.3,No
2024-05-01,日本,商品,某商品能不能買/運回台灣,Bob,18,3.9,No
2024-05-01,美國,商品,某商品能不能買/運回台灣,Carol,9,5.0,No
2024-05-01,台灣,商品,某商品運回來是否違法或需要付關費,Hank,13,4.0,No
2024-05-01,中國,訂單,已付款訂單未成立,Bob,7,2.6,Yes
2024-05-01,中國,商品,某商品運回來是否違法或需要付關費,Hank,16,4.1,No
2024-05-01,德國,倉儲,商品滯留過久以致倉庫丟失相關,Grace,37,4.1,Yes
2024-05-01,德國,訂單,已付款訂單未成立,David,27,3.9,No
2024-05-01,台灣,其他,節日活動相關,Carol,7,3.9,No
2024-05-01,美國,訂單,已付款訂單未成立,Hank,4,2.6,Yes
2024-05-01,德國,訂單,商品未到，確定訂單狀態,Hank,7,4.4,No
2024-05-02,日本,商品,某商品能不能買/運回台灣,Alice,9,4.1,No
2024-05-02,日本,商品,某商品能不能買/運回台灣,Frank,10,4.7,No
2024-05-02,德國,訂單,已付款訂單未成立,Emma,19,3.3,No
2024-05-02,台灣,訂單,已付款訂單未成立,Alice,15,2.9,No
2024-05-02,台灣,訂單,商品購買加值服務需求,Alice,17,3.4,Yes
2024-05-02,台灣,倉儲,商品滯留過久以致倉庫丟失相關,Alice,15,3.7,No
2024-05-02,日本,倉儲,商品滯留過久以致倉庫丟失相關,Emma,23,3.0,No
2024-05-02,台灣,訂單,商品毀損相關,Carol,15,3.3,No
2024-05-02,德國,倉儲,商品是否重新加工完成,Jack,14,3.3,No
2024-05-02,日本,商品,某商品能不能協助代購,Hank,13,4.2,No
2024-05-02,美國,倉儲,訂購商品是否有送到某倉庫,Jack,31,3.3,No
2024-05-02,日本,訂單,商品收到與訂單內容不符,Frank,6,3.7,No
2024-05-02,日本,倉儲,商品滯留過久是否有要收費,Alice,27,3.6,No
2024-05-02,美國,其他,節日活動相關,Bob,4,4.2,No
2024-05-03,美國,倉儲,商品滯留過久是否有要收費,Frank,22,2.8,No
2024-05-03,德國,訂單,已付款訂單未成立,Jack,6,3.0,Yes
2024-05-03,德國,商品,某商品能不能買/運回台灣,Ivy,12,4.2,No
2024-05-03,美國,訂單,商品收到與訂單內容不符,Emma,16,3.4,No
2024-05-03,日本,商品,某商品能不能買/運回台灣,David,8,4.5,No
2024-05-03,中國,其他,節日活動相關,Carol,9,4.6,No
2024-05-03,日本,倉儲,訂購商品是否有送到某倉庫,Bob,14,2.9,No
2024-05-03,日本,訂單,商品未到，確定訂單狀態,David,7,2.4,Yes
2024-05-03,日本,其他,公司政策相關,Jack,11,3.7,No
2024-05-03,中國,商品,某商品能否倉儲自取或協助寄往其他地方,Bob,13,3.4,No
2024-05-03,美國,訂單,商品未到，確定訂單狀態,Frank,25,2.7,No
2024-05-03,德國,倉儲,商品到台灣是否能放在倉庫及天數相關,Jack,15,3.7,No
2024-05-03,日本,商品,某商品能否倉儲自取或協助寄往其他地方,Hank,9,3.6,Yes
2024-05-03,德國,訂單,商品收到與訂單內容不符,Carol,16,3.4,No
2024-05-03,美國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Hank,11,3.4,No
2024-05-03,中國,訂單,商品轉其他物流寄送,Bob,12,2.6,No
2024-05-03,台灣,商品,某商品能不能協助代購,Bob,3,4.4,No
2024-05-03,中國,商品,某商品運回來是否違法或需要付關費,Jack,9,4.0,Yes
2024-05-03,美國,商品,某商品能不能協助代購,Grace,9,4.4,No
2024-05-03,德國,商品,某商品運回來是否違法或需要付關費,Jack,4,4.1,Yes
2024-05-03,德國,訂單,商品收到與訂單內容不符,Grace,16,2.1,Yes
2024-05-03,中國,倉儲,商品滯留過久是否有要收費,Grace,9,4.3,No
2024-05-03,美國,商品,某商品能不能買/運回台灣,Ivy,11,4.6,No
2024-05-03,中國,倉儲,商品滯留過久是否有要收費,Emma,11,3.1,No
2024-05-03,日本,其他,節日活動相關,Hank,12,4.4,No
2024-05-03,德國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Jack,28,4.1,No
2024-05-04,美國,訂單,商品購買加值服務需求,Hank,14,5.0,Yes
2024-05-04,台灣,其他,抱怨相關,Ivy,11,4.3,No
2024-05-04,中國,訂單,商品收到與訂單內容不符,Ivy,24,4.3,No
2024-05-04,德國,倉儲,訂購商品是否有送到某倉庫,Ivy,21,3.6,No
2024-05-04,德國,商品,某商品能不能協助代購,Ivy,10,4.4,No
2024-05-04,台灣,商品,某商品能否倉儲自取或協助寄往其他地方,Carol,3,5.0,No
2024-05-04,日本,訂單,商品未到，確定訂單狀態,Bob,26,2.5,Yes
2024-05-04,日本,訂單,商品未到，確定訂單狀態,Hank,3,4.1,No
2024-05-04,德國,倉儲,商品到台灣是否能放在倉庫及天數相關,Hank,27,4.1,No
2024-05-04,日本,倉儲,商品到台灣是否能放在倉庫及天數相關,Bob,24,3.0,No
2024-05-04,台灣,訂單,商品收到與訂單內容不符,Frank,25,3.7,No
2024-05-04,日本,商品,某商品運回來是否違法或需要付關費,David,17,4.6,No
2024-05-04,台灣,倉儲,商品滯留過久是否有要收費,Jack,24,4.0,Yes
2024-05-04,日本,倉儲,商品是否重新加工完成,Grace,25,4.1,No
2024-05-05,中國,訂單,商品購買加值服務需求,Frank,26,4.4,No
2024-05-05,美國,其他,惡劣天氣相關,Alice,16,4.5,No
2024-05-05,德國,訂單,商品收到與訂單內容不符,Hank,22,3.5,No
2024-05-05,日本,其他,抱怨相關,David,10,4.0,No
2024-05-05,日本,商品,某商品能否倉儲自取或協助寄往其他地方,Alice,11,4.1,No
2024-05-05,德國,倉儲,商品滯留過久是否有要收費,David,41,3.7,Yes
2024-05-05,德國,訂單,商品毀損相關,Ivy,34,3.5,No
2024-05-05,美國,其他,惡劣天氣相關,Ivy,4,3.3,No
2024-05-05,德國,商品,某商品運回來是否違法或需要付關費,Carol,8,3.7,No
2024-05-05,德國,商品,某商品運回來是否違法或需要付關費,Frank,11,4.0,No
2024-05-05,美國,訂單,商品轉其他物流寄送,Carol,27,5.0,No
2024-05-05,德國,商品,某商品能否倉儲自取或協助寄往其他地方,Alice,12,4.2,No
2024-05-05,美國,商品,某商品能不能買/運回台灣,Ivy,9,4.6,No
2024-05-05,日本,商品,某商品能不能買/運回台灣,David,12,4.9,No
2024-05-05,日本,商品,某商品能不能協助代購,David,13,4.2,No
2024-05-05,台灣,訂單,商品購買加值服務需求,Jack,14,3.1,No
2024-05-05,中國,訂單,商品未到，確定訂單狀態,Frank,18,3.8,No
2024-05-05,美國,商品,某商品運回來是否違法或需要付關費,David,13,3.8,No
2024-05-05,日本,訂單,商品毀損相關,David,23,5.0,No
2024-05-06,德國,訂單,商品收到與訂單內容不符,Carol,15,3.1,No
2024-05-06,德國,商品,某商品能不能買/運回台灣,Frank,11,4.1,No
2024-05-06,中國,訂單,商品收到與訂單內容不符,Frank,19,3.9,No
2024-05-06,中國,商品,某商品能不能協助代購,Alice,11,4.0,No
2024-05-06,德國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Hank,12,3.5,No
2024-05-06,中國,商品,某商品能不能買/運回台灣,Ivy,2,4.0,No
2024-05-06,德國,商品,某商品能不能協助代購,Bob,12,4.3,No
2024-05-06,中國,商品,某商品運回來是否違法或需要付關費,Jack,1,4.4,Yes
2024-05-06,日本,商品,某商品能不能協助代購,Jack,2,4.2,No
2024-05-06,日本,商品,某商品能不能協助代購,Alice,1,3.9,No
2024-05-06,台灣,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Frank,28,3.1,No
2024-05-06,中國,商品,某商品能否倉儲自取或協助寄往其他地方,Alice,11,4.3,Yes
2024-05-06,德國,其他,惡劣天氣相關,Bob,3,4.5,No
2024-05-06,德國,商品,某商品能否倉儲自取或協助寄往其他地方,Emma,12,4.8,No
2024-05-06,德國,商品,某商品能否倉儲自取或協助寄往其他地方,Alice,1,4.1,No
2024-05-06,台灣,訂單,已付款訂單未成立,Alice,30,3.0,No
2024-05-07,德國,商品,某商品能不能買/運回台灣,Ivy,10,5.0,No
2024-05-07,台灣,商品,某商品能不能協助代購,Jack,10,4.1,No
2024-05-07,中國,倉儲,訂購商品是否有送到某倉庫,Emma,30,3.5,No
2024-05-07,日本,商品,某商品能否倉儲自取或協助寄往其他地方,Ivy,9,4.7,No
2024-05-07,日本,其他,惡劣天氣相關,Grace,1,4.0,No
2024-05-07,日本,倉儲,商品是否重新加工完成,David,31,4.1,No
2024-05-07,日本,倉儲,訂購商品是否有送到某倉庫,Ivy,8,3.7,No
2024-05-07,台灣,倉儲,商品滯留過久以致倉庫丟失相關,Ivy,41,2.7,No
2024-05-07,中國,商品,某商品能不能買/運回台灣,Alice,5,4.3,No
2024-05-07,中國,訂單,商品購買加值服務需求,Jack,24,3.7,No
2024-05-07,中國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Jack,28,2.9,No
2024-05-07,德國,倉儲,商品到台灣是否能放在倉庫及天數相關,David,15,2.7,No
2024-05-07,德國,訂單,商品毀損相關,Jack,4,3.4,No
2024-05-07,台灣,其他,惡劣天氣相關,David,6,5.0,No
2024-05-07,美國,訂單,商品毀損相關,Hank,31,3.3,No
2024-05-07,美國,訂單,已付款訂單未成立,Ivy,17,3.2,No
2024-05-07,德國,倉儲,訂購商品是否有送到某倉庫,David,36,4.4,Yes
2024-05-08,日本,商品,某商品能不能協助代購,Grace,8,4.0,No
2024-05-08,德國,訂單,商品購買加值服務需求,Bob,6,2.6,No
2024-05-08,德國,商品,某商品運回來是否違法或需要付關費,David,7,3.7,No
2024-05-08,台灣,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Ivy,27,3.8,No
2024-05-08,美國,訂單,商品未到，確定訂單狀態,Emma,10,4.4,No
2024-05-08,日本,倉儲,訂購商品是否有送到某倉庫,Alice,24,3.5,No
2024-05-08,德國,訂單,商品轉其他物流寄送,Jack,14,2.3,No
2024-05-08,德國,訂單,商品未到，確定訂單狀態,Bob,20,3.7,No
2024-05-08,中國,倉儲,商品到台灣是否能放在倉庫及天數相關,Carol,30,4.0,No
2024-05-08,德國,倉儲,商品是否重新加工完成,David,37,3.9,No
2024-05-08,中國,倉儲,商品到台灣是否能放在倉庫及天數相關,Jack,31,3.1,No
2024-05-08,德國,倉儲,商品滯留過久以致倉庫丟失相關,Ivy,25,4.1,No
2024-05-08,台灣,倉儲,商品滯留過久以致倉庫丟失相關,Emma,29,4.0,No
2024-05-08,中國,訂單,商品未到，確定訂單狀態,Frank,11,3.8,No
2024-05-08,德國,訂單,商品購買加值服務需求,Jack,9,5.0,No
2024-05-08,德國,訂單,已付款訂單未成立,Bob,25,3.9,No
2024-05-08,台灣,商品,某商品運回來是否違法或需要付關費,Emma,14,3.4,No
2024-05-08,德國,倉儲,商品滯留過久是否有要收費,Emma,31,5.0,No
2024-05-08,日本,商品,某商品能否倉儲自取或協助寄往其他地方,Emma,11,4.3,No
2024-05-08,中國,訂單,商品轉其他物流寄送,Frank,9,3.0,No
2024-05-08,德國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Hank,17,2.9,No
2024-05-08,德國,訂單,商品轉其他物流寄送,Jack,13,3.2,No
2024-05-08,日本,商品,某商品能不能協助代購,Jack,6,4.2,No
2024-05-08,台灣,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Frank,14,3.8,No
2024-05-08,中國,倉儲,訂購商品是否有送到某倉庫,Jack,28,4.4,No
2024-05-09,德國,商品,某商品運回來是否違法或需要付關費,Frank,8,4.6,No
2024-05-09,日本,倉儲,商品到台灣是否能放在倉庫及天數相關,Frank,18,4.5,Yes
2024-05-09,德國,訂單,商品收到與訂單內容不符,Frank,1,2.8,Yes
2024-05-09,日本,商品,某商品能不能協助代購,Carol,7,3.8,No
2024-05-09,美國,訂單,商品購買加值服務需求,Alice,11,3.1,No
2024-05-09,美國,倉儲,訂購商品是否有送到某倉庫,Emma,12,3.4,No
2024-05-09,美國,訂單,商品未到，確定訂單狀態,Jack,11,2.6,No
2024-05-09,德國,訂單,商品未到，確定訂單狀態,Emma,20,2.5,No
2024-05-09,美國,商品,某商品能不能協助代購,Emma,13,4.2,No
2024-05-09,美國,訂單,商品收到與訂單內容不符,David,23,3.4,Yes
2024-05-09,德國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Bob,20,3.5,No
2024-05-09,德國,商品,某商品能不能買/運回台灣,Grace,1,3.4,Yes
2024-05-09,德國,訂單,已付款訂單未成立,Grace,22,2.5,No
2024-05-09,台灣,訂單,商品購買加值服務需求,Grace,19,4.3,Yes
2024-05-09,美國,商品,某商品運回來是否違法或需要付關費,Alice,3,4.5,No
2024-05-09,美國,其他,節日活動相關,Jack,5,3.9,No
2024-05-09,日本,訂單,已付款訂單未成立,David,12,3.1,No
2024-05-09,台灣,倉儲,商品到台灣是否能放在倉庫及天數相關,Ivy,14,4.2,Yes
2024-05-09,中國,商品,某商品能不能協助代購,Bob,8,4.7,No
2024-05-10,日本,商品,某商品能不能買/運回台灣,Bob,13,3.8,No
2024-05-10,中國,倉儲,訂購商品是否有送到某倉庫,Carol,29,3.2,No
2024-05-10,台灣,商品,某商品能否倉儲自取或協助寄往其他地方,Grace,12,5.0,No
2024-05-10,中國,倉儲,商品是否重新加工完成,David,9,3.7,No
2024-05-10,美國,訂單,商品毀損相關,Frank,1,3.2,No
2024-05-10,台灣,商品,某商品能否倉儲自取或協助寄往其他地方,Bob,13,4.7,No
2024-05-10,美國,倉儲,訂購商品是否有送到某倉庫,David,21,2.8,No
2024-05-10,台灣,訂單,已付款訂單未成立,Frank,13,4.3,No
2024-05-10,德國,訂單,商品收到與訂單內容不符,Ivy,10,3.7,Yes
2024-05-10,日本,其他,節日活動相關,Ivy,6,3.9,No
2024-05-10,德國,商品,某商品運回來是否違法或需要付關費,Ivy,9,4.8,No
2024-05-10,中國,商品,某商品運回來是否違法或需要付關費,Jack,2,3.9,No
2024-05-10,美國,訂單,已付款訂單未成立,Emma,5,3.2,No
2024-05-10,德國,倉儲,訂購商品是否有送到某倉庫,Frank,30,3.4,Yes
2024-05-10,日本,商品,某商品運回來是否違法或需要付關費,Bob,6,3.6,No
2024-05-10,台灣,訂單,商品毀損相關,Alice,19,3.6,No
2024-05-10,美國,倉儲,商品滯留過久以致倉庫丟失相關,Carol,19,4.0,Yes
2024-05-10,日本,訂單,已付款訂單未成立,Emma,35,4.2,Yes
2024-05-10,台灣,商品,某商品運回來是否違法或需要付關費,David,12,3.8,No
2024-05-11,台灣,商品,某商品能否倉儲自取或協助寄往其他地方,Ivy,10,3.6,No
2024-05-11,日本,訂單,商品轉其他物流寄送,Jack,18,4.0,No
2024-05-11,德國,訂單,商品收到與訂單內容不符,Ivy,19,4.0,No
2024-05-11,美國,倉儲,商品到台灣是否能放在倉庫及天數相關,Alice,27,5.0,No
2024-05-11,台灣,訂單,已付款訂單未成立,Frank,18,3.7,No
2024-05-11,德國,訂單,商品轉其他物流寄送,Hank,31,5.0,No
2024-05-11,台灣,訂單,商品未到，確定訂單狀態,Ivy,8,5.0,Yes
2024-05-11,中國,商品,某商品能否倉儲自取或協助寄往其他地方,Frank,13,4.6,No
2024-05-11,美國,訂單,商品未到，確定訂單狀態,Jack,31,4.8,No
2024-05-11,日本,訂單,已付款訂單未成立,Emma,28,4.7,No
2024-05-11,日本,其他,公司政策相關,Ivy,10,3.7,No
2024-05-11,日本,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Hank,15,4.0,No
2024-05-11,美國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Jack,11,3.9,No
2024-05-11,德國,其他,惡劣天氣相關,Grace,6,3.5,No
2024-05-11,中國,訂單,商品收到與訂單內容不符,Ivy,14,3.8,No
2024-05-11,中國,訂單,商品毀損相關,Emma,21,3.8,No
2024-05-11,中國,商品,某商品能不能買/運回台灣,Emma,5,4.1,No
2024-05-12,德國,訂單,商品購買加值服務需求,Jack,19,3.2,No
2024-05-12,台灣,商品,某商品運回來是否違法或需要付關費,Jack,1,3.9,No
2024-05-12,日本,倉儲,訂購商品是否有送到某倉庫,Bob,19,5.0,No
2024-05-12,美國,商品,某商品能不能協助代購,Frank,2,3.9,No
2024-05-12,美國,訂單,商品未到，確定訂單狀態,Frank,4,3.4,No
2024-05-12,台灣,訂單,商品購買加值服務需求,Jack,20,4.5,No
2024-05-12,美國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Frank,4,3.4,No
2024-05-12,日本,商品,某商品能否倉儲自取或協助寄往其他地方,Jack,6,3.6,No
2024-05-12,日本,訂單,商品未到，確定訂單狀態,Jack,26,2.3,No
2024-05-12,中國,訂單,已付款訂單未成立,Ivy,21,4.0,Yes
2024-05-12,台灣,訂單,商品轉其他物流寄送,Hank,38,4.4,No
2024-05-12,中國,倉儲,商品是否重新加工完成,Hank,34,2.6,No
2024-05-12,德國,訂單,商品毀損相關,Frank,16,2.7,No
2024-05-12,美國,商品,某商品能否倉儲自取或協助寄往其他地方,Ivy,11,3.7,No
2024-05-12,德國,商品,某商品能不能買/運回台灣,David,7,4.5,No
2024-05-12,德國,倉儲,訂購商品是否有送到某倉庫,Hank,21,4.0,Yes
2024-05-12,日本,商品,某商品能不能買/運回台灣,Jack,21,4.0,No
2024-05-12,日本,倉儲,商品滯留過久以致倉庫丟失相關,Grace,20,3.5,No
2024-05-12,美國,商品,某商品運回來是否違法或需要付關費,Emma,14,4.1,No
2024-05-12,台灣,商品,某商品能不能買/運回台灣,Hank,6,4.5,No
2024-05-13,德國,商品,某商品能不能買/運回台灣,Alice,20,4.8,No
2024-05-13,台灣,訂單,商品購買加值服務需求,Carol,10,3.6,No
2024-05-13,美國,商品,某商品能不能協助代購,Emma,10,4.0,No
2024-05-13,美國,訂單,商品毀損相關,Alice,20,3.8,No
2024-05-13,美國,商品,某商品運回來是否違法或需要付關費,Carol,4,4.8,No
2024-05-13,德國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Jack,17,5.0,Yes
2024-05-13,德國,商品,某商品能否倉儲自取或協助寄往其他地方,Alice,14,4.4,No
2024-05-13,中國,商品,某商品運回來是否違法或需要付關費,Hank,8,3.8,No
2024-05-13,日本,其他,公司政策相關,Emma,4,4.0,No
2024-05-13,台灣,訂單,商品購買加值服務需求,Jack,18,3.6,Yes
2024-05-13,台灣,商品,某商品能不能協助代購,Jack,6,4.4,No
2024-05-13,台灣,商品,某商品能不能協助代購,David,4,4.6,No
2024-05-13,美國,訂單,商品收到與訂單內容不符,Hank,12,4.8,No
2024-05-14,台灣,訂單,商品收到與訂單內容不符,Emma,6,3.1,No
2024-05-14,德國,訂單,商品購買加值服務需求,Hank,19,3.4,No
2024-05-14,台灣,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Emma,23,3.2,No
2024-05-14,德國,倉儲,訂購商品是否有送到某倉庫,Jack,32,3.4,No
